#date	open	high	low	close: 	volume
20110601,528.0400,533.2000,525.3100,525.6000,2957172
20110602,527.5700,530.3000,522.4800,528.0600,2204422
20110603,522.0000,527.6000,521.5000,523.0800,1748462
20110606,525.8400,526.8200,519.2500,521.0600,1942088
20110607,522.8900,524.6300,518.9900,519.0300,1907509
20110608,516.5300,521.2400,515.7800,519.1700,1654097
20110609,520.0000,520.0000,515.6400,516.7300,1689086
20110610,514.0800,516.6900,509.2900,509.5000,2440475
20110613,510.0000,510.2000,502.1700,504.7300,2427208
20110614,508.1500,514.0800,506.9900,508.3700,2341461
20110615,505.0300,508.3500,500.6100,502.9500,2073301
20110616,502.8100,508.1300,496.6700,500.3700,2757216
20110617,506.1800,506.6900,484.8000,485.0200,5251546
20110620,485.0000,486.2300,479.2300,484.5800,3028639
20110621,487.1900,493.9400,484.7300,493.0000,2765357
20110622,491.4500,492.3500,486.7300,487.0000,2407972
20110623,482.1300,482.8600,473.7300,480.2200,4802302
20110624,480.6800,480.7500,473.0200,474.8800,3806587
20110627,474.0000,488.4000,473.6000,482.8000,3444633
20110628,484.0200,496.2100,484.0200,493.6500,2717364
20110629,496.5400,500.2500,492.3800,497.5700,2342920
20110630,501.9900,506.6700,501.5000,506.3800,2428510
20110701,506.7400,521.1800,506.3800,521.0300,3636642
20110705,525.3000,535.4000,525.3000,532.4400,3847351
20110706,533.5000,538.5100,533.0400,535.3600,2695681
20110707,541.0000,550.6800,535.8800,546.6000,3935660
20110708,532.9500,537.6500,527.2700,531.9900,4770170
20110711,528.1800,535.9800,525.5000,527.2800,2839996
20110712,528.1600,539.4200,526.0000,534.0100,2841532
20110713,537.0000,544.0000,536.4800,538.2600,2790771
20110714,539.1200,542.0000,526.7300,528.9400,6649410
20110715,597.5000,600.2500,588.1600,597.6200,13735983
20110718,592.4900,602.0500,592.0000,594.9400,4469225
20110719,596.1400,604.6800,595.5300,602.5500,2967816
20110720,602.1800,602.8300,595.3500,595.3500,2229023
20110721,594.0300,608.0600,594.0100,606.9900,3469850
20110722,605.3900,619.5000,604.2700,618.2300,3531622
20110725,613.3600,625.4100,613.0000,618.9800,3131952
20110726,618.0500,627.5000,617.2200,622.5200,2343370
20110727,617.1800,620.9500,604.7500,607.2200,3934890
20110728,605.1900,615.9800,603.0000,610.9400,3109115
20110729,604.2300,614.9600,603.6900,603.6900,4138101
20110801,611.2200,615.5000,599.1800,606.7700,3968312
20110802,606.0000,598.8200,583.6300,594.1400,4994139
20110803,594.0800,603.0000,583.6300,601.1700,3825910
20110804,594.5000,598.8500,577.4700,577.5200,4916432
20110805,582.5400,590.0000,562.0000,579.0400,5930780
20110808,562.9800,569.0000,544.3500,546.0200,7497701
20110809,561.0000,574.6100,541.0100,573.4100,6470475
20110810,561.3800,564.1200,547.7300,549.0100,5373697
20110811,553.8200,568.5000,548.4100,562.1300,4832119
20110812,569.5000,570.5000,560.4000,563.7700,3155376
20110815,553.4300,564.9900,546.0500,557.2300,7145020
20110816,552.4300,552.4400,530.3000,539.0000,6940503
20110817,540.0300,543.6900,530.7700,533.1500,4079101
20110818,523.4700,524.8900,500.4900,504.8800,6291368
20110819,499.3400,514.8700,490.8600,490.9200,5411586
20110822,504.0000,507.0000,494.5300,498.1700,4907175
20110823,503.5000,521.4100,499.0600,518.8200,4347823
20110824,519.3300,530.0000,517.2300,523.2900,3598264
20110825,530.3800,537.2700,518.3000,520.0400,3297297
20110826,519.9900,530.4500,513.1400,526.8600,3597309
20110829,534.5600,539.4500,533.5600,539.0800,2338106
20110830,538.1900,542.9900,530.8100,540.7000,2990176
20110831,544.7400,546.3000,536.0000,540.9600,2693390
20110901,540.7500,543.8300,531.2200,532.5000,2415607
20110902,524.4700,527.9200,520.7300,524.8400,2402024
20110906,510.8000,522.7600,510.5000,522.1800,2715977
20110907,530.4500,535.9400,527.4000,534.0300,2758545
20110908,533.8000,539.1000,531.9000,534.9600,2381025
20110909,531.4000,534.6500,521.1900,524.8500,3269069
20110912,517.9600,531.9900,517.5000,530.1200,2670471
20110913,532.0000,533.8800,523.4000,529.5200,2354150
20110914,532.5900,536.9500,525.8200,532.0700,2694739
20110915,535.5000,544.9800,534.5600,542.5600,2961967
20110916,544.8000,546.8400,543.1400,546.6800,3534779
20110919,540.3500,549.9000,535.3800,546.6700,2471190
20110920,549.4000,558.5200,542.6700,546.6200,2779078
20110921,547.6900,555.0000,538.8600,539.2000,2516138
20110922,526.2500,528.7800,514.0000,520.6600,4400586
20110923,516.5600,526.4200,514.5000,525.5100,2778870
20110926,527.2500,532.9300,513.2500,531.8900,2634234
20110927,538.2000,547.0500,536.0500,539.3400,3010925
20110928,541.5000,544.0200,527.7000,528.8400,2263403
20110929,536.0400,537.3000,519.4100,527.5000,2907381
20110930,520.2100,524.0000,514.3800,515.0400,2724908
20111003,509.8500,512.0000,495.0000,495.5200,4473863
20111004,490.0300,503.4400,480.6000,501.9000,4159130
20111005,496.3500,507.8000,480.7700,504.7000,4534752
20111006,507.5000,515.2300,502.6000,514.7100,3424623
20111007,516.8300,520.5000,510.3000,515.1200,2856047
20111010,525.1800,537.4700,523.2000,537.1700,2322903
20111011,533.4600,546.8000,533.4600,543.1800,2853777
20111012,548.1300,555.2300,544.6300,548.5000,3178044
20111013,550.0300,559.0000,548.0200,558.9900,5687512
20111014,599.4700,599.6000,587.5700,591.6800,8532242
20111017,583.7200,591.8300,578.0000,582.4100,4008302
20111018,580.1900,592.5600,577.4000,590.5100,3802493
20111019,587.3400,592.0600,579.2200,580.7000,2931804
20111020,581.9000,588.8900,579.5100,583.6700,3379069
20111021,589.5100,592.7500,586.7000,590.4900,3394233
